interaction_id,customer_id,date,channel,topic,priority,sentiment,resolution_time_hours,resolved,escalated,csat_score,description,staff_role,affected_users,patient_impact
TICKET-5422,HC-1103,2024-05-28,phone,reporting_analytics,low,positive,68,True,False,,Issue with reporting analytics,Front Desk,7,
TICKET-5423,HC-1103,2024-11-19,email,reporting_analytics,medium,positive,21,True,False,,Issue with reporting analytics,Provider,2,High
TICKET-5424,HC-1104,2025-03-18,phone,claims_management,medium,concerned,90,True,False,,Issue with claims management,Billing Specialist,1,None
TICKET-5425,HC-1104,2024-09-18,email,appointment_reminders,medium,neutral,6,True,False,5.0,Issue with appointment reminders,IT Admin,5,Low
TICKET-5426,HC-1104,2025-08-25,email,billing_workflow,low,neutral,49,False,False,,CPT codes not mapping correctly to Cerner procedures. Causing claim denials.,IT Admin,7,None
TICKET-5427,HC-1104,2024-11-16,chat,reporting_analytics,low,neutral,3,True,False,1.0,Issue with reporting analytics,Practice Manager,5,
TICKET-5428,HC-1104,2024-04-10,phone,reporting_analytics,medium,concerned,25,True,False,2.0,Issue with reporting analytics,Billing Specialist,7,
TICKET-5429,HC-1105,2024-10-17,phone,clinical_documentation,medium,satisfied,27,True,False,,Issue with clinical documentation,Provider,3,
TICKET-5430,HC-1105,2025-08-31,phone,appointment_reminders,low,neutral,52,True,False,3.0,Issue with appointment reminders,IT Admin,5,
TICKET-5431,HC-1106,2024-05-02,phone,hipaa_compliance,high,neutral,47,True,True,,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,IT Admin,2,Medium
TICKET-5432,HC-1106,2025-08-02,email,patient_scheduling,high,neutral,32,True,False,3.0,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues.,Billing Specialist,6,
TICKET-5433,HC-1107,2024-03-18,phone,appointment_reminders,low,neutral,10,True,False,4.0,Issue with appointment reminders,Billing Specialist,6,None
TICKET-5434,HC-1107,2024-11-27,email,clinical_documentation,high,frustrated,37,True,True,1.0,Issue with clinical documentation This is causing significant disruption to patient care. IT Director escalating.,Billing Specialist,3,Low
TICKET-5435,HC-1108,2025-01-26,email,insurance_verification,medium,positive,17,True,False,4.0,Issue with insurance verification,Billing Specialist,8,High
TICKET-5436,HC-1108,2024-09-28,email,patient_scheduling,high,positive,55,True,False,,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,Medical Assistant,6,Low
TICKET-5437,HC-1108,2024-07-01,chat,appointment_reminders,low,satisfied,72,True,False,,Issue with appointment reminders,Provider,5,High
TICKET-5438,HC-1108,2024-08-11,phone,claims_management,medium,satisfied,21,True,False,2.0,Issue with claims management,IT Admin,9,
TICKET-5439,HC-1108,2024-02-05,chat,hipaa_compliance,high,neutral,95,True,False,4.0,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,Billing Specialist,4,None
TICKET-5440,HC-1109,2024-01-20,phone,patient_portal,medium,negative,81,True,False,5.0,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'. Staff productivity severely impacted. Need resolution ASAP.,Practice Manager,1,None
TICKET-5441,HC-1110,2025-02-03,chat,clinical_documentation,medium,concerned,88,True,False,2.0,Issue with clinical documentation,Front Desk,7,Low
TICKET-5442,HC-1110,2025-06-11,email,prescription_workflow,low,neutral,26,True,False,3.0,Issue with prescription workflow,Front Desk,1,Medium
TICKET-5443,HC-1110,2024-03-12,email,reporting_analytics,low,concerned,68,True,False,,Issue with reporting analytics,IT Admin,6,None
TICKET-5444,HC-1111,2025-05-08,phone,hipaa_compliance,high,positive,82,True,True,5.0,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,Billing Specialist,2,
TICKET-5445,HC-1111,2024-11-06,phone,insurance_verification,medium,positive,89,True,False,4.0,Issue with insurance verification,IT Admin,1,
TICKET-5446,HC-1111,2025-07-01,email,telehealth_setup,low,satisfied,36,False,False,4.0,Issue with telehealth setup,Billing Specialist,3,None
TICKET-5447,HC-1111,2024-06-29,chat,reporting_analytics,medium,positive,12,True,False,2.0,Issue with reporting analytics,IT Admin,3,
TICKET-5448,HC-1111,2025-02-03,ticket,hipaa_compliance,high,satisfied,14,False,False,1.0,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,Front Desk,2,
TICKET-5449,HC-1112,2025-03-24,email,prescription_workflow,high,frustrated,49,True,False,,Issue with prescription workflow This is causing significant disruption to patient care. Chief Medical Officer escalating.,Medical Assistant,7,
TICKET-5450,HC-1112,2025-08-30,phone,billing_workflow,low,neutral,33,True,False,,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,Provider,1,High
TICKET-5451,HC-1112,2025-05-26,email,reporting_analytics,low,neutral,56,True,False,2.0,Issue with reporting analytics,Practice Manager,3,
TICKET-5452,HC-1113,2024-02-27,email,telehealth_setup,medium,negative,54,True,False,4.0,Issue with telehealth setup Staff productivity severely impacted. Need resolution ASAP.,Medical Assistant,4,High
TICKET-5453,HC-1113,2025-06-19,chat,patient_portal,high,urgent,42,True,False,4.0,Appointment request form on portal not submitting. Patients calling saying online booking broken. This is causing significant disruption to patient care. IT Director escalating.,Provider,7,
TICKET-5454,HC-1115,2025-08-16,email,billing_workflow,low,positive,79,True,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact.,Medical Assistant,2,
TICKET-5455,HC-1116,2024-01-20,ticket,patient_portal,medium,negative,17,True,False,,Appointment request form on portal not submitting. Patients calling saying online booking broken. Staff productivity severely impacted. Need resolution ASAP.,IT Admin,7,Low
TICKET-5456,HC-1116,2024-01-15,chat,patient_scheduling,high,negative,82,True,False,,Need to block off provider time for hospital rounds but system won't allow multi-location blocking. Staff productivity severely impacted. Need resolution ASAP.,Billing Specialist,1,None
TICKET-5457,HC-1116,2024-04-09,phone,patient_portal,high,urgent,34,True,False,,Appointment request form on portal not submitting. Patients calling saying online booking broken. This is causing significant disruption to patient care. COO escalating.,Provider,9,
TICKET-5458,HC-1116,2024-04-18,email,hipaa_compliance,high,frustrated,26,True,False,5.0,Questions about data encryption standards. Internal audit flagged concerns about patient data security. This is causing significant disruption to patient care. COO escalating.,Provider,4,
TICKET-5459,HC-1116,2024-07-26,email,insurance_verification,medium,negative,45,False,False,3.0,Issue with insurance verification Staff productivity severely impacted. Need resolution ASAP.,IT Admin,3,Medium
TICKET-5460,HC-1116,2024-11-28,email,hipaa_compliance,high,urgent,46,True,False,4.0,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions. This is causing significant disruption to patient care. COO escalating.,Medical Assistant,9,
TICKET-5461,HC-1116,2024-08-06,email,ehr_integration,high,urgent,79,True,False,,Lab results integration failing for 3 of our 2 locations. Urgent - providers need results for patient care. This is causing significant disruption to patient care. COO escalating.,Practice Manager,8,
TICKET-5462,HC-1117,2024-05-24,email,insurance_verification,low,positive,4,True,False,5.0,Issue with insurance verification,Provider,9,
TICKET-5463,HC-1117,2024-09-06,phone,claims_management,medium,positive,26,True,False,,Issue with claims management,IT Admin,7,High
TICKET-5464,HC-1117,2024-06-10,email,ehr_integration,high,positive,3,True,True,,Medication reconciliation data from Allscripts not flowing correctly. Providers seeing outdated medication lists.,Practice Manager,2,
TICKET-5465,HC-1117,2024-04-01,chat,prescription_workflow,low,positive,45,True,False,3.0,Issue with prescription workflow,Front Desk,9,Low
TICKET-5466,HC-1117,2024-07-30,email,patient_scheduling,high,neutral,71,True,False,,Need to block off provider time for hospital rounds but system won't allow multi-location blocking.,Front Desk,3,
TICKET-5467,HC-1118,2024-06-27,email,claims_management,low,neutral,53,True,False,5.0,Issue with claims management,IT Admin,3,
TICKET-5468,HC-1118,2024-03-31,email,appointment_reminders,low,positive,31,True,False,,Issue with appointment reminders,Practice Manager,1,Medium
TICKET-5469,HC-1118,2024-07-15,phone,hipaa_compliance,high,satisfied,26,True,False,3.0,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,Provider,3,
TICKET-5470,HC-1118,2025-07-06,chat,reporting_analytics,medium,satisfied,84,True,False,2.0,Issue with reporting analytics,IT Admin,1,Medium
TICKET-5471,HC-1118,2024-10-10,email,ehr_integration,high,neutral,84,True,False,,Epic integration stopped syncing patient appointments after last Athenahealth update. Appointments from past 48 hours missing.,Medical Assistant,3,Low
TICKET-5472,HC-1118,2025-04-30,chat,patient_portal,low,positive,70,True,False,,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'.,Practice Manager,1,
TICKET-5473,HC-1118,2025-01-07,phone,clinical_documentation,medium,positive,24,True,False,2.0,Issue with clinical documentation,Billing Specialist,2,None
TICKET-5474,HC-1119,2025-04-09,chat,ehr_integration,high,concerned,73,True,True,5.0,Epic integration stopped syncing patient appointments after last Cerner update. Appointments from past 48 hours missing.,Provider,2,
TICKET-5475,HC-1119,2024-01-30,chat,patient_portal,high,frustrated,7,True,False,,Appointment request form on portal not submitting. Patients calling saying online booking broken. This is causing significant disruption to patient care. Chief Medical Officer escalating.,Medical Assistant,2,Low
TICKET-5476,HC-1119,2025-08-29,chat,claims_management,high,frustrated,51,False,False,2.0,Issue with claims management This is causing significant disruption to patient care. Chief Medical Officer escalating.,IT Admin,1,Medium
TICKET-5477,HC-1119,2024-11-29,chat,billing_workflow,low,neutral,14,False,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact.,Practice Manager,2,
TICKET-5478,HC-1119,2025-02-26,email,billing_workflow,low,neutral,60,True,False,1.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,Practice Manager,3,
TICKET-5479,HC-1119,2025-05-11,ticket,ehr_integration,high,neutral,77,True,False,,Medication reconciliation data from Cerner not flowing correctly. Providers seeing outdated medication lists.,Provider,2,
TICKET-5480,HC-1119,2025-01-31,email,telehealth_setup,medium,neutral,30,False,False,5.0,Issue with telehealth setup,Medical Assistant,1,Low
TICKET-5481,HC-1119,2024-10-03,email,billing_workflow,low,neutral,23,True,False,,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,IT Admin,3,Low
TICKET-5482,HC-1120,2024-10-14,email,patient_scheduling,high,neutral,44,True,True,3.0,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues.,Front Desk,2,
TICKET-5483,HC-1120,2024-12-17,phone,billing_workflow,medium,neutral,27,False,False,2.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,IT Admin,9,High
TICKET-5484,HC-1121,2024-06-23,phone,claims_management,high,frustrated,66,True,False,,Issue with claims management This is causing significant disruption to patient care. IT Director escalating.,Provider,6,
TICKET-5485,HC-1121,2024-08-09,email,claims_management,medium,negative,29,False,False,3.0,Issue with claims management Staff productivity severely impacted. Need resolution ASAP.,Billing Specialist,8,
TICKET-5486,HC-1122,2025-03-14,email,prescription_workflow,medium,neutral,86,False,False,,Issue with prescription workflow,Front Desk,3,Medium
TICKET-5487,HC-1122,2025-08-28,chat,patient_scheduling,high,positive,34,True,False,3.0,Need to block off provider time for hospital rounds but system won't allow multi-location blocking.,Front Desk,7,None
TICKET-5488,HC-1122,2024-02-11,ticket,patient_portal,low,positive,22,True,False,4.0,Appointment request form on portal not submitting. Patients calling saying online booking broken.,Practice Manager,5,
TICKET-5489,HC-1123,2025-02-07,phone,patient_portal,low,neutral,71,True,False,3.0,Appointment request form on portal not submitting. Patients calling saying online booking broken.,Front Desk,1,
TICKET-5490,HC-1123,2024-03-26,email,reporting_analytics,medium,neutral,49,True,False,3.0,Issue with reporting analytics,Front Desk,3,High
TICKET-5491,HC-1124,2024-05-15,phone,telehealth_setup,high,frustrated,85,True,False,,Issue with telehealth setup This is causing significant disruption to patient care. COO escalating.,Practice Manager,6,
TICKET-5492,HC-1124,2024-11-08,chat,patient_scheduling,high,urgent,85,True,True,4.0,Need to block off provider time for hospital rounds but system won't allow multi-location blocking. This is causing significant disruption to patient care. COO escalating.,Provider,7,None
TICKET-5493,HC-1124,2024-01-25,email,patient_portal,high,frustrated,89,True,False,2.0,Portal messaging feature timing out for 24026 patient messages. Staff having to call patients back. This is causing significant disruption to patient care. COO escalating.,IT Admin,7,
